Timestamp,Latitude,Longitude,Depth m,Temp °C,Cond µS/cm,SpCond µS/cm,nLF Cond µS/cm,Sal psu,ODO % sat,ODO % local,ODO mg/L,pH,pH mV,Turbidity FNU,TDS mg/L,Chlorophyll RFU,Chlorophyll ug/L,BGA PE RFU,BGA PE ug/L,fDOM QSU,fDOM RFU,Barometer mmHg,Pressure psi a,Vertical Position m,Altitude m
2020-08-13 16:08:43,25.84997,-80.16473,0.334,33.314,47528.3,41015.2,40265,26.02,38.4,38.4,2.39,7.46,-53.2,4.03,26660,0.38,1.58,4.79,13.56,37.95,12.65,761.1,0.482,0.337,0.9
2020-08-13 16:08:58,25.84998,-80.16461,0.309,33.197,47093,40716.7,39983.1,25.81,33.2,33.2,2.07,7.48,-54.1,4.05,26466,0.37,1.55,4.68,13.25,38.92,12.98,761.1,0.446,0.16,1.9
2020-08-13 16:09:13,25.84985,-80.16444,0.234,33.082,46810.4,40550.7,39831.4,25.7,30.5,30.5,1.9,7.49,-54.9,4.02,26358,0.37,1.52,4.9,13.86,40.46,13.49,761.1,0.338,0.157,3.2
2020-08-13 16:09:28,25.84989,-80.16423,0.158,32.981,46330,40201.9,39498.4,25.45,29.6,29.6,1.85,7.51,-56.1,3.96,26131,0.33,1.37,4.85,13.72,40.99,13.67,761.1,0.228,0.125,2.2
2020-08-13 16:09:43,25.85009,-80.1641,0.118,32.636,45279.5,39515.8,38856.5,24.98,22.7,22.7,1.43,7.5,-55.5,3.95,25685,0.39,1.61,4.92,13.92,43.91,14.64,761.2,0.17,0.027,0.9
2020-08-13 16:09:58,25.85032,-80.16404,0.068,32.426,44476.4,38951.7,38321.2,24.59,22,22,1.4,7.5,-55.2,3.87,25319,0.38,1.56,4.96,14.03,45.21,15.07,761.2,0.097,-0.001,0.5
2020-08-13 16:10:13,25.85056,-80.16404,0.022,32.349,43115.4,37808.2,37203,23.79,24.5,24.5,1.57,7.49,-55.1,3.92,24575,0.4,1.67,4.85,13.72,49.68,16.57,761.1,0.032,-0.015,0.4
2020-08-13 16:10:28,25.8508,-80.16404,-0.004,32.5,43905.2,38404,37775.7,24.2,24.1,24.1,1.53,7.5,-55.2,4.04,24963,0.38,1.56,4.72,13.34,47.71,15.91,761.1,-0.006,-0.005,-0.2
2020-08-13 16:10:43,25.85103,-80.16405,-0.013,32.435,43765.3,38322.3,37701.1,24.15,24.5,24.5,1.56,7.5,-55.5,3.95,24910,0.39,1.64,4.59,12.97,47.78,15.93,761.1,-0.018,-0.016,0.7
2020-08-13 16:10:58,25.85127,-80.16405,-0.019,32.389,43345.4,37984.7,37373.2,23.91,24.7,24.7,1.57,7.51,-55.8,3.94,24690,0.37,1.54,4.37,12.36,48.4,16.14,761.2,-0.027,0.006,-0.3
2020-08-13 16:11:13,25.85145,-80.16419,-0.001,32.374,42740.7,37464.3,36862.4,23.55,23.4,23.4,1.5,7.49,-54.8,4.07,24352,0.38,1.57,4.72,13.36,50.33,16.78,761.1,-0.001,0.042,-0.1
2020-08-13 16:11:28,25.85151,-80.16442,0.042,32.44,42552.4,37258,36653.6,23.41,24.4,24.4,1.56,7.48,-54.5,4.06,24218,0.4,1.67,4.67,13.22,51.03,17.02,761.1,0.061,0.108,-1.3
2020-08-13 16:11:43,25.8514,-80.16463,0.053,32.472,42597.9,37277.5,36670,23.42,25.4,25.4,1.62,7.49,-54.6,4.05,24230,0.38,1.58,4.55,12.89,51.03,17.02,761.2,0.077,-0.053,-2.5
2020-08-13 16:11:58,25.85126,-80.16484,0.009,32.5,42705,37354.1,36742.9,23.47,25.8,25.8,1.64,7.49,-54.7,4,24280,0.4,1.65,4.55,12.87,50.78,16.93,761.1,0.012,-0.058,-2.9
2020-08-13 16:12:13,25.85113,-80.16505,-0.056,32.57,42937.4,37513.9,36894,23.58,27.1,27.1,1.73,7.49,-55.1,4.07,24384,0.35,1.46,4.34,12.29,50.09,16.7,761.3,-0.08,-0.049,-4.2
2020-08-13 16:12:28,25.85099,-80.16525,-0.052,32.58,43473.9,37976,37347.5,23.9,28.3,28.3,1.8,7.5,-55.7,4.05,24684,0.31,1.3,4.22,11.96,48.7,16.24,761.1,-0.075,-0.021,-3.6
2020-08-13 16:12:43,25.85085,-80.16544,-0.04,32.634,44147.4,38529.5,37886.9,24.29,29.6,29.6,1.88,7.51,-56.3,4.01,25044,0.33,1.37,4.18,11.82,46.87,15.63,761.2,-0.057,-0.055,-1.2
2020-08-13 16:12:58,25.85071,-80.16567,-0.044,32.731,44994.3,39205.9,38543.1,24.76,27.8,27.8,1.75,7.51,-56.3,4,25484,0.34,1.43,4.31,12.19,44.85,14.95,761.1,-0.063,-0.063,-1.4
2020-08-13 16:13:13,25.85064,-80.16595,-0.066,32.781,45462,39579.6,38905.8,25.02,27.6,27.6,1.74,7.52,-56.6,4.05,25727,0.35,1.46,4.23,11.96,43.46,14.49,761.2,-0.095,-0.077,-1.4
2020-08-13 16:13:28,25.85056,-80.16626,-0.065,32.687,46241.4,40321,39643.5,25.55,25.1,25.1,1.58,7.52,-56.7,4.03,26209,0.34,1.43,4.37,12.36,41.39,13.8,761.1,-0.094,-0.063,-1
2020-08-13 16:13:43,25.85046,-80.16656,-0.076,32.701,47297.4,41232.5,40538.4,26.19,29.6,29.6,1.85,7.53,-57.3,4.78,26801,0.41,1.68,4.16,11.77,38.3,12.77,761.2,-0.11,-0.113,-1.9
2020-08-13 16:13:58,25.85028,-80.16679,-0.084,33.059,48869,42351.4,41602.7,26.97,24.6,24.6,1.53,7.54,-58.3,6.83,27528,0.38,1.57,4.17,11.81,34,11.34,761.2,-0.122,-0.101,-2.1
2020-08-13 16:14:13,25.85014,-80.16705,-0.105,33.153,49511,42839.8,42072.6,27.32,21.6,21.6,1.34,7.53,-57.6,5.53,27846,0.35,1.47,4.63,13.11,32.79,10.94,761.2,-0.152,-0.113,-1
2020-08-13 16:14:28,25.85006,-80.16736,-0.113,33.327,49423.5,42642,41860.8,27.17,22.2,22.2,1.37,7.53,-57.6,4.93,27717,0.39,1.62,4.52,12.8,33.02,11.01,761.2,-0.162,-0.119,-1
2020-08-13 16:14:43,25.84999,-80.16767,-0.125,33.29,49060.3,42352.1,41579.5,26.97,22.5,22.5,1.39,7.53,-57.2,5.73,27529,0.53,2.2,3.46,9.79,33.59,11.2,761.1,-0.18,-0.117,-1.5
2020-08-13 16:14:58,25.84987,-80.16795,-0.126,32.814,48181.4,41924.2,41207.1,26.68,20.3,20.3,1.27,7.52,-56.9,5.22,27251,0.42,1.74,4.66,13.18,35.09,11.7,761.1,-0.182,-0.139,-1
2020-08-13 16:15:13,25.84971,-80.16821,-0.127,32.791,48043.9,41820.6,41107.6,26.6,18.9,18.9,1.18,7.51,-56.4,6.19,27183,0.86,3.5,4.66,13.18,35.7,11.91,761.2,-0.183,-0.097,-1.8
2020-08-13 16:15:28,25.84947,-80.16838,-0.115,32.891,48220.6,41905.8,41181.6,26.66,21.8,21.8,1.36,7.52,-56.7,5.31,27239,0.44,1.82,4.43,12.54,35.37,11.8,761.3,-0.167,-0.071,-1.7
2020-08-13 16:15:43,25.84925,-80.16825,-0.088,33.034,48659.1,42186,41442.6,26.86,21.7,21.7,1.35,7.52,-56.9,4.55,27421,0.54,2.23,7.01,19.8,34.9,11.64,761.2,-0.127,-0.061,-2
2020-08-13 16:15:58,25.84913,-80.16797,-0.078,33.308,48980.4,42272.5,41499.9,26.91,24.7,24.7,1.53,7.52,-57,5.95,27477,1.01,4.12,4.91,13.9,34.2,11.41,761.2,-0.113,-0.108,-2.3
2020-08-13 16:16:13,25.84889,-80.16785,-0.098,33.409,49164.8,42362,41577.7,26.97,24.1,24.1,1.49,7.53,-57.2,4.48,27535,0.38,1.59,4.9,13.85,34.18,11.4,761.1,-0.142,-0.082,-3
2020-08-13 16:16:28,25.8487,-80.16805,-0.111,33.633,49323.7,42341.2,41534.3,26.95,23,23,1.42,7.52,-57,4.77,27522,0.31,1.3,4.75,13.45,34.35,11.45,761.3,-0.16,-0.083,-1.8
2020-08-13 16:16:43,25.84865,-80.16837,-0.108,33.65,49217.6,42239.3,41432.8,26.87,23.4,23.4,1.44,7.52,-56.8,4.79,27456,0.31,1.28,4.66,13.18,34.51,11.51,761.2,-0.156,-0.135,-0.8
2020-08-13 16:16:58,25.84867,-80.1687,-0.122,33.707,49191.1,42176.1,41364.9,26.83,26.3,26.3,1.62,7.53,-57.3,5.39,27414,0.3,1.24,4.33,12.27,34.06,11.36,761.2,-0.176,-0.13,0.2
2020-08-13 16:17:13,25.84865,-80.16902,-0.139,33.64,49086,42133,41329.5,26.8,26.6,26.6,1.64,7.53,-57.3,5.84,27386,0.33,1.38,4.34,12.29,33.99,11.33,761.3,-0.2,-0.107,-2.5
2020-08-13 16:17:28,25.84855,-80.16931,-0.135,33.645,48852.6,41929.2,41129.1,26.65,21.7,21.7,1.33,7.52,-56.8,5.42,27254,0.36,1.51,4.64,13.13,35.11,11.71,761.2,-0.194,-0.145,-1.9
2020-08-13 16:17:43,25.84852,-80.16962,-0.137,33.814,48986.9,41928.3,41111.2,26.65,22.4,22.4,1.37,7.51,-56.2,4.76,27253,0.33,1.37,4.82,13.62,35.76,11.92,761.3,-0.198,-0.122,-2.5
2020-08-13 16:17:58,25.84848,-80.16994,-0.129,32.364,45566.8,39943.9,39302.6,25.29,7.2,7.2,0.46,7.41,-49.9,6.06,25964,0.82,3.36,9.44,26.66,41.86,13.96,761.3,-0.186,-0.124,-1.7
2020-08-13 16:18:13,25.84841,-80.17024,-0.13,32.148,43618.7,38379,37782.8,24.2,8.1,8.1,0.52,7.42,-50.6,6.61,24946,0.85,3.5,9.19,25.97,48.23,16.08,761.3,-0.187,-0.154,-1.3
2020-08-13 16:18:28,25.84835,-80.17054,-0.127,32.196,41094.1,36129,35563.7,22.63,25.6,25.6,1.65,7.45,-52,7.59,23484,0.76,3.11,8.47,23.93,52.75,17.59,761.2,-0.182,-0.137,-2
2020-08-13 16:18:43,25.84817,-80.17075,-0.132,32.286,38016.7,33372.7,32843.5,20.72,33,33,2.13,7.46,-53,6.56,21692,0.62,2.55,5.4,15.27,58.08,19.36,761.3,-0.189,-0.126,-2.6
2020-08-13 16:18:58,25.84792,-80.17075,-0.115,32.321,39080.1,34285.9,33739.3,21.35,39.4,39.4,2.55,7.47,-53.6,5.99,22286,0.57,2.36,5.58,15.77,60.22,20.08,761.2,-0.166,-0.117,-3.1
2020-08-13 16:19:13,25.84767,-80.17087,-0.115,32.431,38099.4,33363.8,32823.3,20.71,41.7,41.7,2.71,7.48,-54.3,5.57,21686,0.59,2.42,6.19,17.51,62.22,20.75,761.2,-0.165,-0.112,-1.1
2020-08-13 16:19:28,25.84753,-80.17113,-0.123,32.433,37794.2,33095.2,32558.8,20.53,45.1,45.1,2.93,7.48,-54.4,7.04,21512,0.62,2.54,6.62,18.71,62.62,20.88,761.2,-0.177,-0.131,-2.5
2020-08-13 16:19:43,25.84743,-80.17142,-0.128,32.511,36652,32053.8,31528.5,19.81,49.9,49.9,3.25,7.49,-54.9,6.34,20835,0.78,3.19,4.13,11.7,64.34,21.45,761.2,-0.184,-0.121,-2.6
2020-08-13 16:19:58,25.84737,-80.17175,-0.128,32.351,37003.3,32447.6,31928,20.08,44.6,44.6,2.91,7.49,-54.6,6.16,21091,0.6,2.47,6.14,17.36,65.57,21.86,761.1,-0.184,-0.092,-3.4
2020-08-13 16:20:13,25.84736,-80.17208,-0.123,32.308,30258.5,26551.1,26128.5,16.1,48.2,48.2,3.21,7.48,-54.3,5.95,17258,0.63,2.57,5.56,15.72,83.86,27.96,761.2,-0.177,-0.117,-3.2
2020-08-13 16:20:28,25.84728,-80.17238,-0.114,32.004,29186.2,25742.7,25351.4,15.57,49.8,49.8,3.35,7.47,-53.6,7.06,16733,0.72,2.94,4.75,13.43,84.85,28.29,761.2,-0.163,-0.101,-3.5
2020-08-13 16:20:43,25.84708,-80.17255,-0.106,31.872,24336,21512.3,21192,12.8,51,51,3.48,7.46,-53,5.02,13983,0.81,3.32,4,11.31,92.4,30.8,761.2,-0.151,-0.122,-3.3
2020-08-13 16:20:58,25.84682,-80.17268,-0.104,31.767,23405.3,20726.4,20422.9,12.29,50.2,50.2,3.44,7.46,-52.7,4.35,13472,0.73,2.98,3.44,9.75,100.06,33.36,761.3,-0.149,-0.12,-4.4
2020-08-13 16:21:13,25.84654,-80.17274,-0.107,31.712,22296.4,19762.6,19475.6,11.67,50.9,50.9,3.51,7.45,-52.5,5.86,12846,0.97,3.96,3.17,8.99,96.01,32.01,761.3,-0.152,-0.124,-2.8
2020-08-13 16:21:28,25.84626,-80.17278,-0.116,31.703,22326.7,19792.8,19505.9,11.69,50.7,50.7,3.49,7.45,-52.1,8.77,12865,1.51,6.16,3.61,10.21,100.33,33.45,761.2,-0.165,-0.142,-2.7
2020-08-13 16:21:43,25.84597,-80.17284,-0.119,31.724,22098.4,19583.2,19298.3,11.55,52.3,52.3,3.6,7.45,-52.3,5.3,12729,1.07,4.38,3.22,9.11,104.61,34.87,761.1,-0.17,-0.119,-3.1
2020-08-13 16:21:58,25.84569,-80.17291,-0.122,31.712,19839.9,17584.7,17329.3,10.27,53.6,53.6,3.72,7.46,-52.5,5.21,11430,1.2,4.91,3.33,9.43,108.08,36.03,761.2,-0.174,-0.128,-1.7
2020-08-13 16:22:13,25.84542,-80.17302,-0.12,31.372,14889.3,13273.8,13091.6,7.57,54.4,54.4,3.86,7.46,-52.6,4.31,8628,0.96,3.91,2.94,8.33,103.01,34.34,761.1,-0.171,-0.129,-3.2
2020-08-13 16:22:28,25.84516,-80.17311,-0.117,31.088,12018.8,10766.8,10626,6.04,57.6,57.6,4.12,7.47,-53.4,3.47,6998,1.04,4.25,2.67,7.57,132.1,44.04,761.1,-0.166,-0.137,-3
2020-08-13 16:22:43,25.8449,-80.17325,-0.116,30.774,8967.3,8075.9,7976,4.44,51.3,51.3,3.73,7.45,-52.1,3.73,5249,1.09,4.45,2.55,7.24,135.21,45.07,761.1,-0.165,-0.14,-2.2
2020-08-13 16:22:58,25.84467,-80.17336,-0.116,30.429,8994.2,8149.2,8054.9,4.48,51.2,51.2,3.75,7.42,-50.2,2.87,5297,1.61,6.57,2.76,7.84,141.53,47.18,761.1,-0.165,-0.069,-1.6
2020-08-13 16:23:13,25.84438,-80.17332,-0.105,30.288,8955.8,8134.3,8042.8,4.48,49.2,49.2,3.61,7.4,-48.9,2.55,5287,1.58,6.43,2.63,7.47,141.05,47.02,761.2,-0.149,-0.101,-1.9
2020-08-13 16:23:28,25.84408,-80.17332,-0.101,30.482,10027.9,9077.9,8971.9,5.03,55.4,55.4,4.04,7.4,-49.1,3.32,5901,1.42,5.76,2.96,8.38,126.31,42.11,761.2,-0.143,-0.12,0.5
2020-08-13 16:23:43,25.8438,-80.17336,-0.109,30.983,12473.3,11194,11050.4,6.3,57.1,57.1,4.1,7.42,-50.3,3.42,7276,1.19,4.86,2.95,8.37,123.75,41.25,761.1,-0.154,-0.095,0.1
2020-08-13 16:23:58,25.84355,-80.17352,-0.103,31.059,12391.2,11105.9,10961.5,6.25,57.7,57.7,4.14,7.42,-50.4,3.04,7219,0.98,3.99,2.9,8.21,128.91,42.97,761.1,-0.146,-0.088,-0.9
2020-08-13 16:24:13,25.84326,-80.17358,-0.093,31.05,12354.6,11074.8,10931,6.23,57.1,57.1,4.1,7.41,-49.8,3.31,7199,1.11,4.53,2.44,6.93,113.03,37.68,761.2,-0.132,-0.111,-1
2020-08-13 16:24:28,25.84298,-80.17366,-0.099,31.032,12345.6,11070.2,10926.9,6.23,55.3,55.3,3.97,7.4,-48.8,3.43,7196,1.13,4.63,2.56,7.25,123.48,41.16,761.2,-0.14,-0.122,-1.6
2020-08-13 16:24:43,25.84269,-80.17373,-0.103,31.075,12748.5,11423.1,11274.1,6.44,55.1,55.1,3.95,7.39,-48.5,3.82,7425,1.22,4.96,2.42,6.88,128.77,42.93,761.2,-0.147,-0.09,-0.7
2020-08-13 16:25:13,25.84212,-80.17395,-0.091,31.239,13775.6,12308.8,12143.6,6.98,57.2,57.2,4.08,7.41,-49.7,3.38,8001,0.99,4.03,2.41,6.83,119.1,39.71,761.1,-0.129,-0.079,-1.8
2020-08-13 16:25:28,25.84187,-80.17412,-0.111,30.683,5416.2,4885.3,4825.9,2.59,56.4,56.4,4.14,7.43,-51,3.1,3175,1.2,4.88,2.56,7.27,146.91,48.97,761.1,-0.158,-0.134,-1
2020-08-13 16:25:43,25.84164,-80.17432,-0.116,30.378,5304.3,4810.2,4755.1,2.55,51.9,51.9,3.85,7.41,-49.7,4.78,3127,1.67,6.81,2.59,7.36,152.15,50.72,761.1,-0.165,-0.128,-0.8
2020-08-13 16:25:58,25.84141,-80.1745,-0.114,30.867,17986.7,16174.3,15971.1,9.39,57,57,4.04,7.38,-48,4.66,10513,1.08,4.42,2.31,6.55,116.08,38.7,761.1,-0.163,-0.061,-1.7
2020-08-13 16:26:13,25.84117,-80.17469,-0.105,31.537,20693.5,18396.5,18136.8,10.79,58.5,58.5,4.06,7.4,-48.9,5.02,11958,0.79,3.22,4.18,11.84,106.6,35.54,761.1,-0.15,-0.113,-0.7
2020-08-13 16:26:28,25.84104,-80.17497,-0.104,31.327,20444.9,18240.5,17991.9,10.7,58.6,58.6,4.09,7.41,-49.6,5.32,11856,0.85,3.49,4.36,12.35,109.46,36.49,761.1,-0.149,-0.088,-0.5
2020-08-13 16:26:43,25.84089,-80.17525,-0.106,31.517,21786.5,19374.7,19102.2,11.42,58.3,58.3,4.04,7.41,-49.5,5.6,12594,0.84,3.43,4.42,12.52,106.72,35.58,761.1,-0.151,-0.107,-0.8
2020-08-13 16:26:58,25.84071,-80.17551,-0.102,31.671,22735.9,20166.7,19875.9,11.93,57.6,57.6,3.97,7.41,-49.6,5.44,13108,0.74,3.02,4.32,12.21,102.98,34.33,761.2,-0.146,-0.09,-1.4
2020-08-13 16:27:13,25.8405,-80.17574,-0.103,31.729,23408.8,20743.1,20441.2,12.3,57.4,57.4,3.94,7.41,-49.8,5.8,13483,0.88,3.58,4.3,12.17,99.99,33.33,761.2,-0.147,-0.121,-2
2020-08-13 16:27:28,25.84034,-80.17602,-0.104,31.774,24068,21310.9,20998.4,12.67,56.4,56.4,3.86,7.41,-49.9,5.58,13852,0.75,3.05,4.3,12.18,98.37,32.8,761.1,-0.148,-0.091,-1.9
2020-08-13 16:27:43,25.84015,-80.17628,-0.103,31.776,24836.8,21990.8,21668.3,13.11,55.7,55.7,3.8,7.42,-50,6.05,14294,0.86,3.51,4.66,13.17,97.11,32.38,761.2,-0.148,-0.103,-1.5
2020-08-13 16:27:58,25.83994,-80.17653,-0.097,31.827,26436.8,23387.3,23041.5,14.02,54.5,54.5,3.7,7.42,-50.4,6.36,15202,0.79,3.22,4.88,13.82,93.31,31.11,761.1,-0.139,-0.098,-1.7
2020-08-13 16:28:13,25.83973,-80.17677,-0.103,31.915,28288.9,24988.6,24614.1,15.07,54.1,54.1,3.65,7.43,-50.9,10.61,16243,1.61,6.57,2.59,7.35,84.66,28.22,761.1,-0.148,-0.126,-2.3
2020-08-13 16:28:28,25.83956,-80.17706,-0.116,31.946,30376.7,26818.9,26415,16.29,51.9,51.9,3.47,7.43,-51.2,7.37,17432,0.93,3.8,5.9,16.67,82.57,27.53,761.1,-0.166,-0.121,-1.6
2020-08-13 16:28:43,25.83936,-80.17729,-0.115,31.999,30892.6,27250.1,26836.3,16.58,49.6,49.6,3.31,7.44,-51.5,9.88,17713,0.95,3.86,9.4,26.55,80.95,26.99,761.2,-0.165,-0.123,-2
2020-08-13 16:28:58,25.83916,-80.17754,-0.11,32.088,32934.7,29007.8,28561.3,17.76,50.7,50.7,3.36,7.45,-52.5,9.82,18855,1.02,4.17,5.42,15.34,77.07,25.69,761.3,-0.158,-0.108,-2.2
2020-08-13 16:29:13,25.83896,-80.17779,-0.111,32.141,34161,30060.9,29594.4,18.47,50.7,50.7,3.34,7.47,-53.5,7.91,19540,0.85,3.49,10.1,28.53,70.29,23.43,761.1,-0.159,-0.104,-1.6
2020-08-13 16:29:28,25.83876,-80.17803,-0.111,32.175,35443.5,31172,30685.8,19.22,51.3,51.3,3.37,7.49,-54.5,6.32,20262,0.71,2.9,7.05,19.93,68.76,22.92,761.2,-0.159,-0.106,-2.5
2020-08-13 16:29:43,25.83851,-80.17813,-0.114,32.312,43309,38001.7,37396.8,23.93,53.1,53.1,3.39,7.51,-56.2,8.24,24701,0.89,3.64,9.42,26.61,47.33,15.78,761.2,-0.165,-0.127,-2.9
2020-08-13 16:29:58,25.83821,-80.17806,-0.11,32.258,43703.9,38383.1,37776.9,24.2,43.1,43.1,2.75,7.51,-56.1,13.83,24949,1.29,5.26,7.14,20.17,8.38,2.8,761.1,-0.159,-0.121,0.8
2020-08-13 16:30:13,25.83796,-80.17793,-0.112,32.28,44115,38730.9,38117.4,24.44,41.9,41.9,2.67,7.51,-55.9,7.91,25175,1.34,5.44,5.96,16.85,46.06,15.36,761.1,-0.161,-0.115,-1.1
2020-08-13 16:30:28,25.83773,-80.17776,-0.112,32.424,44359,38850.4,38221.8,24.52,43.7,43.7,2.78,7.52,-56.6,7.3,25253,1.1,4.5,9.82,27.74,45.12,15.04,761.2,-0.162,-0.13,-0.8
2020-08-13 16:30:43,25.83745,-80.17768,-0.117,32.337,44469.5,39003.9,38380.7,24.63,33.1,33.1,2.1,7.43,-51.1,7.21,25353,0.76,3.12,10.18,28.75,44.82,14.94,761.2,-0.168,-0.137,-0.3
2020-08-13 16:30:58,25.83718,-80.17776,-0.125,31.743,45097.5,39952,39369.1,25.32,9.8,9.8,0.62,7.42,-50.1,8.88,25969,0.81,3.31,9.55,26.97,42.92,14.31,761.1,-0.18,-0.122,-2.2
2020-08-13 16:31:13,25.83702,-80.17803,-0.125,31.734,45142.4,39997.9,39415.2,25.35,7.5,7.5,0.48,7.42,-50,9.01,25999,0.74,3.02,9.75,27.53,42.38,14.13,761.1,-0.18,-0.102,-3.6
2020-08-13 16:31:28,25.83683,-80.17818,-0.102,31.773,45149.8,39978.2,39392.1,25.33,9.3,9.3,0.6,7.42,-50.3,8.83,25986,0.8,3.29,8.51,24.04,41.77,13.93,761.2,-0.147,-0.081,-2.4
2020-08-13 16:31:43,25.8367,-80.17794,-0.089,31.734,45199.8,40048.8,39465.3,25.38,7.9,7.9,0.5,7.42,-50.3,8.99,26032,1,4.09,10.37,29.29,41.91,13.97,761.2,-0.128,-0.114,-2.1
2020-08-13 16:31:58,25.83661,-80.17764,-0.095,31.837,45459,40208.8,39613.4,25.49,10.2,10.2,0.65,7.43,-50.7,9.45,26136,1.44,5.86,8.2,23.17,41.32,13.78,761.3,-0.137,-0.115,-1.3
2020-08-13 16:32:13,25.83653,-80.17733,-0.12,31.795,45396.5,40181.8,39590.7,25.48,4.7,4.7,0.3,7.43,-50.7,8.19,26118,0.86,3.52,11.52,32.53,42.04,14.02,761.2,-0.173,-0.113,-1
2020-08-13 16:32:28,25.83642,-80.17706,-0.108,31.869,45293.9,40040.8,39444.9,25.37,4.1,4.1,0.26,7.43,-50.8,6.76,26027,1.06,4.33,10.23,28.88,43.55,14.52,761.2,-0.156,-0.082,-0.6
2020-08-13 16:32:43,25.83627,-80.17692,-0.085,31.936,45279.4,39983.2,39382,25.33,3.7,3.7,0.23,7.43,-51.1,6.23,25989,0.87,3.56,10.27,29.01,44.07,14.69,761.2,-0.122,-0.085,-0.7
2020-08-13 16:32:58,25.83608,-80.17691,-0.063,31.994,45306.7,39967.3,39360.8,25.32,3.5,3.5,0.22,7.43,-51.3,5.83,25979,0.89,3.62,10.42,29.43,44.41,14.81,761.3,-0.09,-0.027,-1.4
2020-08-13 16:33:13,25.83592,-80.17691,-0.036,31.8,45297,40089.8,39499.5,25.41,2.4,2.4,0.16,7.43,-51,5.84,26058,0.98,3.99,10.84,30.63,44.84,14.95,761.3,-0.052,0.031,-0.3
2020-08-13 16:33:28,25.83578,-80.17693,0.001,31.819,45311.4,40089.9,39497.9,25.41,2.2,2.2,0.14,7.43,-50.8,5.86,26058,0.96,3.9,10.87,30.7,44.91,14.97,761.3,0.002,0.021,1
2020-08-13 16:35:13,25.83493,-80.17727,-0.066,31.944,45413.5,40096.8,39493.2,25.41,2.1,2.1,0.13,7.43,-51.2,5.35,26063,0.95,3.89,10.59,29.91,45.54,15.19,761.1,-0.095,-0.071,-1.4
2020-08-13 16:35:28,25.83499,-80.17748,-0.059,32.024,45435.8,40061.1,39450.4,25.38,2.3,2.3,0.15,7.44,-51.5,5.27,26040,0.85,3.49,10.37,29.3,45.32,15.11,761.2,-0.085,-0.046,-1.7
2020-08-13 16:35:43,25.83503,-80.17769,-0.055,31.977,45449.2,40104.8,39497.8,25.42,2.5,2.5,0.16,7.44,-51.6,5.53,26068,0.82,3.36,10.2,28.81,44.81,14.94,761.2,-0.079,-0.057,-2.7
2020-08-13 16:35:58,25.83512,-80.17789,-0.057,31.913,45545.3,40233,39630.1,25.51,2.1,2.1,0.13,7.44,-51.5,6.06,26151,0.78,3.18,9.63,27.19,44.22,14.75,761.1,-0.082,-0.085,-3.4
2020-08-13 16:36:13,25.83524,-80.17806,-0.069,31.95,45799.9,40432.6,39823.2,25.65,4.8,4.8,0.31,7.44,-51.5,7.68,26281,0.66,2.71,8.67,24.49,42.37,14.13,761.1,-0.099,-0.085,-3.4
2020-08-13 16:36:28,25.83535,-80.17825,-0.078,31.997,45849.4,40444.1,39830,25.66,10.2,10.2,0.65,7.45,-52,7.98,26289,0.59,2.43,8.1,22.88,41.68,13.9,761.2,-0.113,-0.084,-2.7
2020-08-13 16:36:43,25.83547,-80.17844,-0.072,31.967,45821.7,40440.1,39829,25.65,16.2,16.2,1.03,7.46,-53,7.6,26286,0.62,2.55,7.74,21.87,41.36,13.79,761.1,-0.104,-0.058,-1.4
2020-08-13 16:36:58,25.83552,-80.17864,-0.057,31.9,45766.3,40437.3,39832.6,25.65,20.4,20.4,1.3,7.47,-53.6,7.17,26284,0.64,2.64,7.76,21.93,41.1,13.7,761.2,-0.082,-0.05,-1.4
2020-08-13 16:37:13,25.83558,-80.17886,-0.058,31.836,45723.2,40442.5,39843.7,25.66,21.4,21.4,1.36,7.47,-53.6,7.13,26288,0.61,2.51,7.58,21.41,40.94,13.65,761.1,-0.083,-0.109,-1.9
2020-08-13 16:37:28,25.83556,-80.17912,-0.079,31.779,45617.1,40388.2,39795.6,25.62,16.8,16.8,1.07,7.46,-52.8,7.28,26252,0.63,2.57,7.75,21.91,41.11,13.71,761.2,-0.114,-0.081,-1.5
2020-08-13 16:37:43,25.83547,-80.17934,-0.098,31.786,45608.6,40375.2,39782.1,25.61,16.7,16.7,1.07,7.45,-52.5,7.15,26244,0.63,2.6,7.71,21.78,41.18,13.73,761.1,-0.142,-0.121,-2.2
2020-08-13 16:37:58,25.83544,-80.17961,-0.106,31.809,45555.6,40312.6,39718.3,25.57,21.9,21.9,1.4,7.46,-52.9,7.01,26203,0.55,2.25,7.27,20.55,41,13.67,761.1,-0.153,-0.112,-1.5
2020-08-13 16:38:13,25.83537,-80.17986,-0.109,32.144,45331.3,39890,39270.9,25.26,33.9,33.9,2.15,7.5,-55.2,6.04,25928,0.56,2.3,6.73,19.02,41.73,13.91,761.1,-0.158,-0.099,-2.2
2020-08-13 16:38:28,25.83525,-80.18009,-0.107,32.3,45161.7,39635.9,39006.1,25.08,37,37,2.35,7.52,-56.7,6.05,25763,0.52,2.14,7.37,20.84,42.89,14.3,761.1,-0.154,-0.098,-1.8
2020-08-13 16:38:43,25.83507,-80.18024,-0.103,32.437,44695.2,39136.1,38501.6,24.72,46.3,46.3,2.94,7.54,-58.2,5.76,25438,0.54,2.22,8.18,23.1,44.99,15,761.1,-0.148,-0.118,-2.2
